prenom,n_f,n_m
CAELA,5,0
CAELAN,0,110
CAELANN,0,5
CAELIA,5,0
CAELIE,10,0
CAELIS,0,20
CAELY,5,0
CAELYS,0,5
CAESAR,0,60
CAETANA,25,0
CAETANO,0,95
CAFER,0,35
CAGATAY,0,5
CAGDAS,0,25
CAGLA,30,0
CAGLAR,0,40
CAGRI,0,15
CAHIL,0,10
CAHILL,0,25
CAHINA,10,0
CAHIT,0,10
CAIDEN,0,15
CAILA,15,0
CAILY,5,0
CAILYNN,5,0
CAIN,0,50
CAINA,40,0
CAINE,0,5
CAIO,0,10
CAIRO,0,5
CAIS,0,75
CAISSY,65,0
CAITHLEEN,10,0
CAITLEEN,15,0
CAITLIN,390,0
CAITLINE,185,0
CAITLYN,160,0
CAITLYNE,10,0
CAIUS,0,5
CALEB,5,1230
CALEEN,15,0
CALEL,0,10
CALEM,0,5
CALEN,0,25
CALEV,0,5
CALI,2385,225
CALIA,110,0
CALICE,35,0
CALICIA,15,0
CALIE,5750,0
CALIEL,0,15
CALIN,0,30
CALINA,20,0
CALINDA,5,0
CALINE,90,0
CALIOPE,15,0
CALISSA,65,0
CALISSE,25,0
CALISSIA,10,0
CALISSIE,10,0
CALISSY,30,0
CALISTA,2025,0
CALISTE,40,45
CALIX,0,100
CALIXTA,5,0
CALIXTE,545,2950
CALIXTINE,15,0
CALLAGHAN,0,5
CALLAN,0,25
CALLEIGH,5,0
CALLEN,0,130
CALLIA,15,0
CALLIE,1800,0
CALLIOPE,300,0
CALLIOPEE,150,0
CALLIOPI,5,0
CALLISTA,505,0
CALLISTE,115,145
CALLISTINE,20,0
CALLISTO,20,0
CALLIXTE,25,65
CALLUM,0,60
CALLUNE,5,0
CALLY,335,0
CALLYOPEE,5,0
CALLYSTA,25,0
CALOGER,0,5
CALOGERA,225,0
CALOGERO,0,900
CALUM,0,30
CALVERT,0,15
CALVIN,0,4455
CALVINE,0,5
CALVINN,0,5
CALVYN,0,220
CALY,770,5
CALYA,15,0
CALYCIA,5,0
CALYE,5,0
CALYPSO,1735,0
CALYS,20,0
CALYSSA,115,0
CALYSSE,10,0
CALYSSIA,20,0
CALYSSIE,15,0
CALYSTA,355,0
CAM'RON,0,25
CAMAEL,0,10
CAMAL,0,155
CAMBYSE,0,5
CAMDEN,0,10
CAMEL,0,815
CAMELA,20,0
CAMELIA,11915,0
CAMELIEN,0,5
CAMELLE,5,0
CAMELLIA,330,0
CAMELYA,390,0
CAMERON,500,5430
CAMERONE,180,110
CAMERONN,0,20
CAMI,0,5
CAMIE,30,0
CAMIL,0,2640
CAMILA,2965,0
CAMILE,0,215
CAMILIA,2400,0
CAMILIEN,0,5
CAMILIO,0,25
CAMILL,0,75
CAMILLA,1230,0
CAMILLE,209870,82820
CAMILLE-CHARLOTTE,5,0
CAMILLE-LOU,15,0
CAMILLE-MARIE,15,0
CAMILLE-ROSE,10,0
CAMILLETTE,5,0
CAMILLIA,745,0
CAMILLO,0,50
CAMILLYA,15,0
CAMILO,0,425
CAMILYA,210,0
CAMMIE,20,0
CAMMY,15,0
CAMPBELL,0,5
CAMRON,0,605
CAMRONE,0,10
CAMRONN,0,15
CAMRYN,15,0
CAMUS,0,5
CAMY,25,15
CAMYL,0,80
CAMYLA,45,0
CAMYLIA,20,0
CAMYLLA,10,0
CAMYLLE,170,60
CAN,0,625
CANAN,225,0
CANDACE,5,0
CANDASSAMY,0,10
CANDELA,65,0
CANDELARIA,15,0
CANDI,5,0
CANDICE,23955,0
CANDIDA,240,0
CANDIDE,655,295
CANDIDO,0,230
CANDIE,410,0
CANDILENE,10,0
CANDIS,5,0
CANDY,2325,0
CANDYCE,740,0
CANDYLENE,45,0
CANDYS,230,0
CANDYSE,5,0
CANDYSSE,20,0
CANELIA,5,0
CANELLE,935,0
CANER,0,120
CANIO,0,5
CANNELLE,1130,0
CANSEL,40,0
CANSU,285,0
CANTIN,0,220
CANTOR,0,10
CANUT,5,0
CAOLAN,0,20
CAPPUCINE,10,0
CAPRAIS,0,5
CAPRI,10,0
CAPUCIN,0,5
CAPUCINE,28330,0
CAPUCYNE,30,0
CARA,470,0
CARAMBA,0,10
CAREL,5,175
CARELE,5,0
CARELLE,90,0
CAREN,160,0
CARENE,490,0
CARENNE,10,0
CARIDAD,30,0
CARIM,0,70
CARIMA,210,0
CARIME,0,10
CARIN,20,0
CARINA,965,0
CARINE,46070,0
CARINNE,1265,0
CARINO,0,5
CARISSA,5,0
CARITA,5,0
CARL,5,5615
CARL'ANDRIA,0,40
CARL'ANTO,0,15
CARL-ALEXANDRE,0,5
CARL-MARIE,0,5
CARLA,27200,0
CARLA-LOUISE,5,0
CARLA-MARIA,145,0
CARLA-MARIE,450,0
CARLA-MARY,5,0
CARLA-ROSE,25,0
CARLANE,15,0
CARLE,0,70
CARLENE,15,0
CARLENS,0,20
CARLES,0,115
CARLETTA,5,0
CARLIE,125,0
CARLINA,45,0
CARLINE,540,0
CARLISLE,0,5
CARLITO,0,35
CARLITOS,0,25
CARLO,0,1875
CARLOS,0,10685
CARLOS-ALBERTO,0,15
CARLOS-JOSE,0,5
CARLOS-MANUEL,0,70
CARLOTA,160,0
CARLOTTA,285,0
CARLSON,0,10
CARLTON,0,35
CARLU,0,155
CARLU-ANDRIA,0,60
CARLU-ANTO,0,20
CARLU-MARIA,0,55
CARLY,260,15
CARLYN,5,0
CARLYNE,255,0
CARMA,25,0
CARME,25,0
CARMEL,155,175
CARMELA,1585,0
CARMELE,295,0
CARMELIA,75,0
CARMELIE,30,0
CARMELIEN,0,75
CARMELINA,375,0
CARMELINE,125,0
CARMELINO,0,5
CARMELITA,30,0
CARMELITE,90,0
CARMELLA,165,0
CARMELLE,385,0
CARMELLO,0,30
CARMELO,0,1305
CARMEN,31615,65
CARMENCITA,25,0
CARMENE,105,0
CARMIN,5,35
CARMINA,80,0
CARMINDA,60,0
CARMINE,30,230
CARMINHO,5,0
CARMINO,0,25
CARMO,5,0
CARNOT,0,5
CAROL,2930,525
CAROL'ANN,10,0
CAROL-ANN,165,0
CAROL-ANNE,270,0
CAROLA,100,0
CAROLAN,15,0
CAROLANE,1290,0
CAROLANN,70,0
CAROLANNE,185,0
CAROLE,105820,0
CAROLE-ANNE,745,0
CAROLE-LAURE,15,0
CAROLE-MARIE,5,0
CAROLIN,5,0
CAROLINA,1505,0
CAROLINE,156570,0
CAROLINE-SOPHIE,5,0
CAROLL,225,0
CAROLL-ANN,5,0
CAROLLANE,5,0
CAROLLE,900,0
CAROLLINE,5,0
CAROLUS,0,20
CAROLYN,400,0
CAROLYNE,315,0
CARPAYE,5,0
CARRA,5,0
CARRELOS,0,5
CARRIE,40,0
CARRINE,20,0
CARRY,25,0
CARSON,0,5
CARTER,0,95
CARY,5,5
CARYL,0,115
CARYS,25,0
CASANDRA,95,0
CASEY,140,440
CASIAN,0,50
CASIANA,5,0
CASILDA,60,0
CASILDE,35,0
CASIMIERA,25,0
CASIMIR,260,6965
CASIMIRA,495,0
CASIMIRE,105,0
CASIMIRO,0,30
CASIMO,0,10
CASLAV,0,5
CASPAR,0,50
CASPER,0,50
CASPIAN,0,10
CASSANDRA,24710,0
CASSANDRE,13860,210
CASSENDRA,50,0
CASSENDRE,15,0
CASSI,75,0
CASSIA,185,0
CASSIAN,0,380
CASSIANA,20,0
CASSIANE,70,0
CASSIANO,0,15
CASSIDI,10,0
CASSIDIE,110,0
CASSIDY,1300,40
CASSIE,5185,0
CASSIEL,0,55
CASSIEN,0,250
CASSILDA,20,0
CASSILDE,40,0
CASSILIA,75,0
CASSILY,5,0
CASSILYA,5,0
CASSIM,0,85
CASSIO,0,25
CASSIOPE,10,0
CASSIOPEE,1460,0
CASSIS,50,0
CASSIUS,0,125
CASSY,2410,0
CASSYA,10,0
CASSYDIE,35,0
CASSYLIA,70,0
CASSYOPEE,10,0
CASTIEL,0,150
CASTILLE,2020,0
CATALAYA,5,0
CATALDA,5,0
CATALDO,0,265
CATALEA,15,0
CATALEIA,45,0
CATALENA,5,0
CATALEYA,4455,0
CATALEYAH,10,0
CATALIA,140,0
CATALIN,0,40
CATALINA,1700,0
CATALINE,15,0
CATALIYA,95,0
CATALLEYA,5,0
CATALYA,300,0
CATALYNA,220,0
CATARINA,855,0
CATELINA,10,0
CATELINE,50,0
CATELYA,5,0
CATELYNE,5,0
CATENA,10,0
CATENO,0,5
CATERINA,495,0
CATERINE,15,0
CATHALEA,5,0
CATHALEYA,90,0
CATHALIA,10,0
CATHALINA,70,0
CATHALYA,40,0
CATHALYNA,15,0
CATHARINA,290,0
CATHEL,45,0
CATHELINE,320,0
CATHELYNE,90,0
CATHERIN,0,5
CATHERINA,300,0
CATHERINE,394685,200
CATHERINE-MARIE,35,0
CATHERINETTE,5,0
CATHIA,1600,0
CATHIANA,5,0
CATHIE,2200,0
CATHLEEN,295,0
CATHLINE,25,0
CATHLYNE,15,0
CATHY,27425,0
CATHYA,60,0
CATI,35,0
CATIA,520,0
CATIANA,10,0
CATIE,55,0
CATINA,5,0
CATLEEN,5,0
CATLEYA,30,0
CATLINE,45,0
CATRINA,25,0
CATRINE,10,0
CATRIONA,5,0
CATTALEYA,100,0
CATTERINA,5,0
CATTIA,5,0
CATTLEYA,315,0
CATTY,60,0
CATUCIA,5,0
CATY,725,0
CAUA,0,10
CAUET,0,5
CAULETTE,5,0
CAULINE,100,0
CAUSETTE,35,0
CAVERY,5,0
CAYAN,0,10
CAYDEN,0,750
CAYDENN,0,5
CAYENNE,5,0
CAYETANA,50,0
CAYETANO,0,25
CAYLA,90,0
CAYLAN,0,15
CAYLEE,5,0
CAYLIE,30,0
CAYRON,0,10
CAYSSIE,40,0
CAZILDA,5,0
CEANE,45,0
CEBRAIL,0,155
CECIL,0,170
CECILE,177910,155
CECILE-MARIE,25,0
CECILIA,20390,0
CECILIANE,15,0
CECILIE,325,0
CECILIEN,0,380
CECILIO,0,55
CECILLE,30,0
CECILLIA,75,0
CECILY,110,0
CECILYA,100,0
CECYLIA,60,0
CEDA,10,0
CEDELLA,55,0
CEDERIC,0,10
CEDIA,10,0
CEDRA,30,0
CEDRIC,0,152745
CEDRICK,0,2075
CEDRIG,0,10
CEDRIGUE,0,5
CEDRIK,0,820
CEDRINA,5,0
CEDRINE,745,0
CEDRIQUE,0,45
CEDRIX,0,35
CEDRYC,0,50
CEDRYCK,0,5
CEDRYK,0,5
CEFERINO,0,10
CELAL,0,135
CELANIE,65,0
CELDRIC,0,10
CELENA,1435,0
CELENE,375,0
CELENIA,125,0
CELENIE,230,0
CELENYA,50,0
CELERINE,15,0
CELESTA,40,0
CELESTE,14245,825
CELESTIA,10,0
CELESTIN,5,14065
CELESTINA,130,0
CELESTINE,15965,5
CELESTINO,0,75
CELHIA,35,0
CELIA,63045,0
CELIA-MARIA,5,0
CELIA-MARIE,5,0
CELIAN,0,5900
CELIANA,190,0
CELIANDE,5,0
CELIANE,1045,0
CELIANN,0,5
CELIANNE,15,0
CELIANO,0,5
CELICE,10,0
CELICIA,35,0
CELIE,1535,0
CELIEN,0,370
CELIHA,15,0
CELIL,0,100
CELIM,0,130
CELIMA,15,0
CELIME,0,5
CELIMENE,70,0
CELIN,0,25
CELINA,8180,0
CELINDA,30,0
CELINE,240010,95
CELINE-MARIE,5,0
CELINIE,285,0
CELIO,0,700
CELISE,10,0
CELITA,15,0
CELIYA,10,0
CELLIA,245,0
CELLIAN,0,5
CELLOU,0,20
CELLY,50,0
CELLYA,75,0
CELMA,10,0
CELOU,0,5
CELSA,5,0
CELSE,0,5
CELSINO,0,10
CELSO,0,95
CELTINA,10,0
CELUTA,10,0
CELY,45,5
CELYA,3380,0
CELYAN,0,1165
CELYANA,80,0
CELYANE,40,15
CELYANN,0,65
CELYANNA,10,0
CELYANNE,5,0
CELYCIA,5,0
CELYNA,115,0
CELYNE,115,0
CELYO,0,60
CEM,0,680
CEMAL,0,165
CEMIL,0,155
CEMILE,180,0
CEMRE,85,0
CENDRA,80,0
CENDRIC,0,5
CENDRINE,2880,0
CENDRO,0,10
CENDY,35,0
CENGIZ,0,255
CENGIZHAN,0,60
CENK,0,30
CENNET,190,0
CENSION,0,10
CENZO,0,225
CEPHAS,0,40
CEPHISE,30,0
CEPHORA,45,0
CERDAN,0,5
CEREN,375,0
CERENA,270,0
CERES,40,0
CERINA,25,0
CERINE,580,0
CERISE,1270,0
CERONE,0,5
CERRONE,0,5
CERYNE,45,0
CERYSE,10,0
CESAIRE,25,605
CESAR,0,12980
CESARE,0,125
CESARIA,5,0
CESARIE,85,0
CESARINA,20,0
CESARINE,1695,0
CESARINO,0,5
CESARIO,0,45
CESARO,0,5
CESIDIO,0,5
CESIM,0,5
CESIRA,60,0
CESLAS,0,15
CESLAW,0,185
CESLAWA,55,0
CESTAW,0,5
CESUR,0,5
CESZLAW,0,5
CETIN,0,55
CETINA,5,0
CETTINA,5,0
CEVAN,0,20
CEVDET,0,5
CEVERINE,25,0
CEVRIYE,10,0
CEYDA,370,0
CEYDRIC,0,30
CEYHAN,0,20
CEYHUN,0,30
CEYLAN,240,105
CEYLIA,85,0
CEYLIAN,0,170
CEYLIN,565,0
CEZANE,15,0
CEZANNE,175,30
CEZAR,0,115
CEZARA,15,0
CEZARINE,5,0
CEZEMBRE,40,5
CHAABANE,0,10
CHAAD,0,10
CHABANE,0,285
CHABANNE,0,5
CHABHA,35,0
CHAD,0,540
CHADA,110,0
CHADDAD,0,5
CHADE,15,5
CHADEN,410,0
CHADENE,95,0
CHADI,0,665
CHADIA,1155,0
CHADID,0,5
CHADINE,70,0
CHADLI,0,40
CHADLIA,40,0
CHADNA,5,0
CHADRAC,0,5
CHADRAK,0,5
CHADWICK,0,5
CHADY,0,195
CHADYA,25,0
CHAEMA,5,0
CHAFAA,5,0
CHAFI,0,20
CHAFIA,320,0
CHAFIHA,5,0
CHAFIK,0,625
CHAFIKA,245,0
CHAFION,0,10
CHAFIQ,0,5
CHAHAD,15,5
CHAHARZADE,5,0
CHAHD,370,15
CHAHDE,45,0
CHAHED,85,60
CHAHER,0,80
CHAHERE,0,5
CHAHID,0,1215
CHAHIDA,240,0
CHAHIM,0,15
CHAHIMA,35,0
CHAHIN,0,380
CHAHINA,55,0
CHAHINAIZE,5,0
CHAHINAZ,260,0
CHAHINAZE,190,0
CHAHINDA,10,0
CHAHINE,10,2945
CHAHINES,40,0
CHAHINESE,50,0
CHAHINESSE,15,0
CHAHINEZ,1895,0
CHAHINEZE,360,0
CHAHIR,0,70
CHAHIRA,120,0
CHAHLA,20,0
CHAHNEZ,30,0
CHAHRA,60,0
CHAHRA-ZED,5,0
CHAHRAZAD,345,0
CHAHRAZADE,155,0
CHAHRAZED,355,0
CHAHRAZEDE,35,0
CHAHYD,0,5
CHAHYN,0,30
CHAHYNE,0,80
CHAHYNEZ,20,0
CHAI,0,120
CHAIB,0,135
CHAIBIA,5,0
CHAID,0,65
CHAIDA,75,0
CHAIHANE,0,5
CHAIKA,5,0
CHAILA,25,0
CHAILI,115,0
CHAILY,70,0
CHAILYS,5,0
CHAIM,0,170
CHAIMA,8400,0
CHAIMAA,660,0
CHAIMAE,595,0
CHAIMENE,5,0
CHAIN,0,60
CHAINA,680,0
CHAINAIZE,5,0
CHAINAZE,25,0
CHAINE,0,45
CHAINES,60,0
CHAINESE,160,0
CHAINESS,40,0
CHAINESSE,85,0
CHAINEZ,755,0
CHAINEZE,400,0
CHAINOUR,10,0
CHAIRA,20,0
CHAIRO,0,5
CHAJA,10,0
CHAKA,0,15
CHAKER,0,180
CHAKIB,0,1015
CHAKIBE,0,5
CHAKIL,0,10
CHAKILA,15,0
CHAKIM,0,5
CHAKIR,0,385
CHAKIRA,75,0
CHAKIRE,0,5
CHAKOUR,0,5
CHAKRI,0,10
CHALABIA,5,0
CHALIA,5,0
CHALOM,0,155
CHALVA,10,0
CHALVI,0,15
CHAM,35,105
CHAMA,235,0
CHAMAICA,5,0
CHAME,0,5
CHAMI,0,5
CHAMIL,0,20
CHAMILA,35,0
CHAMILAH,5,0
CHAMINA,60,0
CHAMIR,0,5
CHAMPION,0,10
CHAMS,230,250
CHAMS-EDDINE,0,130
CHAMSANE,5,0
CHAMSDDINE,0,5
CHAMSDINE,0,75
CHAMSE,10,0
CHAMSEDDINE,0,425
CHAMSEDINE,0,75
CHAMSI,10,0
CHAMSIA,55,0
CHAMSIDINE,0,40
CHAMSOUDINE,0,15
CHAMSS,20,0
CHAMSSE,5,0
CHAMSSEDINE,0,10
CHAMSSIDINE,0,10
CHAMSSOUDINE,0,10
CHAMSY,10,5
CHAN,80,100
CHANA,580,0
CHANAEL,135,0
CHANAELLE,125,0
CHANAIKA,5,0
CHANAZ,5,0
CHANBOPHA,5,0
CHANCE,55,115
CHANCEL,0,15
CHANCELLE,30,0
CHANCELVIE,15,0
CHANDA,20,0
CHANDARA,0,5
CHANDRA,30,5
CHANDRANI,5,0
CHANE,5,10
CHANEL,2190,5
CHANELA,35,0
CHANELE,60,0
CHANELIA,5,0
CHANELL,10,0
CHANELLA,15,0
CHANELLE,965,0
CHANESE,45,0
CHANEZ,365,0
CHANEZE,145,0
CHANFI,0,5
CHANG,5,5
CHANI,215,0
CHANIA,25,0
CHANICE,45,0
CHANIS,10,0
CHANISSE,5,0
CHANIYA,5,0
CHANN,25,5
CHANNA,115,0
CHANNAH,20,0
CHANNEL,205,0
CHANNELLE,10,0
CHANNING,0,5
CHANON,15,0
CHANONE,75,0
CHANTAL,232125,325
CHANTAL-MARIE,15,0
CHANTALE,3975,0
CHANTALLE,195,0
CHANY,40,0
CHANYA,15,0
CHANYS,5,0
CHAOKI,0,10
CHAOUIKI,0,5
CHAOUKI,0,365
CHARAF,0,225
CHARAF-EDDINE,0,20
CHARAFDINE,0,15
CHARAZAD,20,0
CHARAZED,105,0
CHARBEL,0,200
CHAREF,0,165
CHARELLE,5,0
CHARFIA,20,0
CHARIF,0,265
CHARIFA,205,0
CHARIFIA,5,0
CHARIHANE,5,0
CHARINO,0,5
CHARIS,10,0
CHARITY,20,0
CHARKI,0,5
CHARLAINE,465,0
CHARLAYNE,10,0
CHARLE,0,75
CHARLEE,80,5
CHARLEEN,305,0
CHARLEINE,55,0
CHARLELIE,0,710
CHARLELY,0,110
CHARLEMAGNE,85,975
CHARLEN,30,0
CHARLENE,32780,0
CHARLENNE,35,0
CHARLERIC,0,5
CHARLERINE,5,0
CHARLERY,0,50
CHARLES,230,245540
CHARLES-ADRIEN,0,55
CHARLES-ALBAN,0,15
CHARLES-ALBERT,0,45
CHARLES-ALEXANDRE,0,250
CHARLES-ALEXIS,0,35
CHARLES-ALFRED,0,20
CHARLES-ANDRE,0,320
CHARLES-ANTHONY,0,5
CHARLES-ANTOINE,0,870
CHARLES-ARTHUR,0,5
CHARLES-AXEL,0,5
CHARLES-DAVID,0,15
CHARLES-DENIS,0,5
CHARLES-EDMOND,0,5
CHARLES-EDOUARD,0,1220
CHARLES-EDWARD,0,20
CHARLES-ELIE,0,260
CHARLES-EMILE,0,10
CHARLES-EMMANUEL,0,245
CHARLES-ERIC,0,185
CHARLES-ETIENNE,0,75
CHARLES-FRANCOIS,0,50
CHARLES-FREDERIC,0,10
CHARLES-GUILLAUME,0,10
CHARLES-HENRI,0,1895
CHARLES-HENRY,0,490
CHARLES-HUBERT,0,105
CHARLES-HUGO,0,35
CHARLES-LOUIS,0,175
CHARLES-MARIE,0,90
CHARLES-MAURICE,0,5
CHARLES-MAXENCE,0,5
CHARLES-NICOLAS,0,5
CHARLES-OLIVIER,0,50
CHARLES-PHILIPPE,0,40
CHARLES-PIERRE,0,25
CHARLES-THIBAULT,0,5
CHARLES-VICTOR,0,20
CHARLES-VINCENT,0,5
CHARLES-WILLIAM,0,5
CHARLESIA,275,0
CHARLET,0,50
CHARLETTE,2340,0
CHARLEY,120,1125
CHARLEYNE,195,0
CHARLI,15,1015
CHARLIE,20695,17600
CHARLIE-JANE,5,0
CHARLIE-LOU,10,0
CHARLIE-ROSE,130,0
CHARLIG,0,5
CHARLIN,0,10
CHARLINE,34340,0
CHARLISE,700,0
CHARLIZ,5,0
CHARLIZE,2255,0
CHARLOT,0,655
CHARLOTTA,5,0
CHARLOTTE,155075,0
CHARLOTTE-ANAIS,5,0
CHARLOTTE-EMILIE,5,0
CHARLOTTE-MARIE,10,0
CHARLOTTINE,5,0
CHARLTON,0,15
CHARLY,800,25960
CHARLYE,185,0
CHARLYN,70,0
CHARLYNE,3215,0
CHARLYNN,5,0
CHARLYSE,200,0
CHARLYZE,105,0
CHARMAINE,20,0
CHARMANE,0,5
CHARME,5,0
CHARMETTE,5,0
CHARMILA,30,0
CHARMINE,5,0
CHATILA,5,0
CHAWKI,0,110
CHAYA,80,5
CHAYAD,0,5
CHAYAM,0,10
CHAYAN,0,190
CHAYANA,85,0
CHAYANE,5,85
CHAYANN,0,75
CHAYANNA,20,0
CHAYANNE,5,60
CHAYDEN,5,10
CHAYED,0,5
CHAYENNE,45,0
CHAYIL,0,5
CHAYILI,40,0
CHAYIM,0,5
CHAYMA,2165,0
CHAYMA'A,15,0
CHAYMAA,300,0
CHAYMAE,325,0
CHAYNA,260,0
CHAYNE,0,10
CHAYNES,35,0
CHAYNESE,30,0
CHAYNESS,15,0
CHAYNESSE,15,0
CHAYNEZ,145,0
CHAYNEZE,35,0
CHAYNICE,10,0
CHAYRA,10,0
CHAYTON,0,80
CHAZA,10,0
CHAZIA,5,0
CHEALSY,10,0
CHECK,0,40
CHEDI,0,20
CHEDIA,65,0
CHEDINE,10,0
CHEDLI,0,80
CHEDLIA,10,0
CHEDLY,0,25
CHEDY,0,15
CHEFIA,20,0
CHEHERAZADE,30,0
CHEHIN,0,5
CHEHINE,0,5
CHEHINEZ,10,0
CHEHLA,10,0
CHEHRAZAD,75,0
CHEHRAZADE,90,0
CHEHRAZED,35,0
CHEICK,0,1215
CHEICK-MOHAMED,0,5
CHEICK-MOUSSA,0,5
CHEICK-OMAR,0,10
CHEICK-OUMAR,0,120
CHEICK-TIDIANE,0,20
CHEICKH,0,40
CHEICKHNA,0,5
CHEICKINE,0,10
CHEICKNA,0,180
CHEICKNE,0,275
CHEIK,0,225
CHEIKH,0,1600
CHEIKH-AHMAD,0,5
CHEIKH-AHMADOU,0,15
CHEIKH-AHMED,0,10
CHEIKH-BETHIO,0,5
CHEIKH-IBRAHIM,0,20
CHEIKH-IBRAHIMA,0,20
CHEIKH-OMAR,0,10
CHEIKH-OUMAR,0,30
CHEIKH-TIDIANE,0,95
CHEIKH-TIDJANE,0,5
CHEIKHNA,0,105
CHEIKHOU,0,80
CHEIKHOUNA,0,50
CHEIKINE,0,5
CHEIKNA,0,10
CHEIKNE,0,25
CHEIKOU,0,5
CHEIMA,840,0
CHEIMAA,25,0
CHEIMAE,10,0
CHEINA,45,0
CHEINEZ,5,0
CHEINEZE,5,0
CHEK,0,5
CHEKIB,0,15
CHEKINA,10,0
CHEKINE,0,5
CHELBI,10,0
CHELBY,100,0
CHELCY,60,0
CHELDON,0,25
CHELI,20,0
CHELLY,50,0
CHELOMO,0,5
CHELSEA,2560,0
CHELSEA-ANN,5,0
CHELSEE,15,0
CHELSEY,100,0
CHELSI,10,0
CHELSIE,125,0
CHELSON,0,5
CHELSSY,195,0
CHELSY,1110,0
CHELSYE,10,0
CHELTON,0,30
CHELY,10,0
CHEM,0,5
CHEM'S,0,5
CHEMAIRO,0,5
CHEMOUEL,0,15
CHEMS,115,435
CHEMS-DINE,0,40
CHEMS-EDDINE,0,445
CHEMS-EDINE,0,15
CHEMSA,25,0
CHEMSDDINE,0,5
CHEMSDINE,0,175
CHEMSEDDINE,0,260
CHEMSEDINE,0,155
CHEMSI,30,5
CHEMSSDINE,0,5
CHEMSSEDINE,0,15
CHEMSSY,20,0
CHEMSY,90,20
CHEN,5,30
CHENDRYK,0,5
CHENG,10,15
CHENLY,5,0
CHENOA,95,0
CHERAZ,80,0
CHERAZAD,105,0
CHERAZADE,410,0
CHERAZE,25,0
CHERAZED,15,0
CHERAZEDE,5,0
CHERI,15,110
CHERIANE,55,0
CHERIE,45,0
CHERIETTE,10,0
CHERIF,0,2640
CHERIFA,1540,0
CHERIFE,0,10
CHERIFF,0,20
CHERIFFA,20,0
CHERIHANE,95,0
CHERIN,5,0
CHERINA,5,0
CHERINE,2065,0
CHERINNE,25,0
CHERISH,20,0
CHERLEY,50,0
CHERLY,5,0
CHERRINE,10,0
CHERRY,15,0
CHERRYL,65,0
CHERRYNE,5,0
CHERUBIN,0,35
CHERVINE,0,5
CHERY,0,20
CHERYANE,25,0
CHERYFA,10,0
CHERYL,835,0
CHERYLENE,5,0
CHERYLINE,10,0
CHERYN,25,0
CHERYNE,425,0
CHESTER,0,20
CHESTON,0,5
CHEUN,0,60
CHEY,5,0
CHEYEN,0,10
CHEYENE,20,0
CHEYENNE,2565,10
CHEYMA,295,0
CHEYMAA,10,0
CHEYNA,5,0
CHEYNEZ,5,0
CHHAYA,5,0
CHI,5,80
CHIA,5,0
CHIAMAKA,10,0
CHIARA,10870,0
CHIARA-MARIA,5,0
CHIARRA,30,0
CHICCO,0,5
CHICO,0,20
CHIFA,30,0
CHIFAA,20,0
CHIFAE,15,0
CHIFAOU,15,0
CHIHAB,0,175
CHIHEB,0,125
CHIKH,0,10
CHILDEBERT,0,10
CHILDERIC,0,110
CHILO,0,5
CHILOE,5,0
CHIMA,5,0
CHIMAMANDA,30,0
CHIMENE,730,0
CHIMON,0,5
CHIMONE,0,5
CHINA,5,0
CHINE,65,0
CHINGUUN,0,5
CHIOMA,50,0
CHIRA,50,0
CHIRAZ,725,0
CHIRAZE,175,0
CHIREL,75,0
CHIRELLE,20,0
CHIRINE,1260,0
CHIRLY,20,0
CHIRYNE,5,0
CHISOM,5,0
CHJARA,400,0
CHJARA-MARIA,30,0
CHJARA-STELLA,25,0
CHLEA,560,0
CHLELIA,5,0
CHLEO,175,0
CHLOE,167290,40
CHLOE-ROSE,5,0
CHLOEE,665,0
CHLOELIA,45,0
CHLOEY,30,0
CHLOMO,0,55
CHLORANE,10,0
CHLORIS,35,0
CHLOTILDE,5,0
CHMOUEL,0,150
CHNEOR,0,70
CHNEOR-ZALMAN,0,10
CHO,5,0
CHOAIB,0,15
CHOCHANA,35,0
CHOCRI,0,10
CHOGAN,0,15
CHOKRI,0,230
CHONA,25,0
CHOROUK,55,0
CHOUA,10,0
CHOUAIB,0,405
CHOUANYBOU,0,5
CHOUAYB,0,95
CHOUCHANE,10,0
CHOUCRI,0,5
CHOUKI,0,20
CHOUKRA,40,0
CHOUKRI,0,490
CHOUKROI,10,0
CHOUMICHA,10,0
CHOUROUK,115,0
CHRETIEN,0,835
CHRIF,0,5
CHRIFA,40,0
CHRIS,220,5510
CHRIS-ANGEL,0,5
CHRIS-DAVID,0,5
CHRIS-EMMANUEL,0,10
CHRIS-EVAN,0,5
CHRISLAIN,0,85
CHRISLAINE,305,0
CHRISLAN,0,20
CHRISLANN,0,5
CHRISLAURE,10,0
CHRISLENE,155,0
CHRISLEY,0,130
CHRISLIN,0,5
CHRISLINE,20,0
CHRISLY,30,0
CHRISLYN,0,5
CHRISLYNE,5,0
CHRISMAEL,0,65
CHRISMAELLE,20,0
CHRISNA,15,15
CHRISNAELLE,5,0
CHRISS,5,55
CHRISSIE,60,0
CHRISSY,180,0
CHRIST,5,975
CHRIST-EDEN,0,10
CHRIST-EMMANUEL,0,60
CHRIST-EVAN,0,5
CHRIST-SAMUEL,0,5
CHRIST-YVAN,0,5
CHRISTA,1125,0
CHRISTABEL,55,0
CHRISTABELLE,55,0
CHRISTAIN,0,5
CHRISTAL,220,0
CHRISTALE,65,0
CHRISTALINE,5,0
CHRISTALLE,25,0
CHRISTAN,0,60
CHRISTANA,5,0
CHRISTEL,21190,450
